iter	RMSE
141	0.8498796789
142	0.8376815574
143	0.8245440282
144	0.8113962708
145	0.7979817682
146	0.7853720757
147	0.771138545
148	0.7591125889
149	0.7457083646
150	0.7364230783
151	0.724402041
152	0.7112155656
153	0.6993987587
154	0.6907434394
155	0.6788091438
156	0.6660266757
157	0.6569796762
158	0.6464490961
159	0.6361876877
160	0.6265580812
161	0.6167654242
162	0.6076095818
163	0.5969037191
164	0.5875853417
165	0.5784005413
166	0.5683945339
167	0.5595578806
168	0.550356171
169	0.5433822841
170	0.5346083723
171	0.5264399108
172	0.5177710205
173	0.5093268011
174	0.5016091648
175	0.4950311372
176	0.4871195223
177	0.478848122
178	0.470959796
179	0.4639615017
180	0.4559211859
181	0.448731279
182	0.4409296282
183	0.4334714249
184	0.4263046006
185	0.4190747551
186	0.412327171
187	0.4045079399
188	0.3983029626
189	0.3927786375
190	0.3866099892
191	0.3821290796
192	0.3750721519
193	0.3710074856
194	0.3664631394
195	0.3597691541
196	0.3541413327
197	0.3479313417
198	0.3433923319
199	0.3375382677
200	0.3316001533
201	0.3257645007
202	0.3203008748
203	0.3145208989
204	0.3101454956
205	0.305583728
206	0.3017066253
207	0.2978050761
208	0.2940882468
209	0.2905008656
210	0.2856922159
211	0.2805833584
212	0.276778103
213	0.2730934848
214	0.2696488185
215	0.2652918725
216	0.2606386867
217	0.2577482884
218	0.2538504793
219	0.2499393874
220	0.2469389792
221	0.2439500173
222	0.239874675
223	0.2364710734
224	0.2328442396
225	0.2290582663
226	0.2262737173
227	0.2226056334
228	0.2189717908
229	0.2153502739
230	0.211953657
231	0.2083390646
232	0.2048861247
233	0.2015711553
234	0.1983727351
235	0.1947281613
236	0.1922644058
237	0.1893244667
238	0.1869195943
239	0.1841002722
240	0.1816322514
241	0.1787417006
242	0.1761980069
243	0.1731018417
244	0.1699892925
245	0.1674636667
246	0.165133233
247	0.1622778275
248	0.1594961613
249	0.1569988117
250	0.1543300964
251	0.1519731216
252	0.149414518
253	0.147370432
254	0.1451776263
255	0.1432424329
256	0.1408447153
257	0.1384789512
258	0.1364787877
259	0.1339064822
260	0.1320038616
261	0.1299128722
262	0.1277479294
263	0.1256501965
264	0.1239951986
265	0.1217128802
266	0.1200248833
267	0.1183901478
268	0.1167338448
269	0.1147149748
270	0.1136594767
271	0.1121417541
272	0.1101162321
273	0.1085818524
274	0.1076056268
275	0.1058412422
276	0.1041908106
277	0.103754858
278	0.102120478
279	0.1017013009
280	0.1000094657
281	0.09960953699
282	0.09799265428
283	0.09622314909
284	0.09505759774
285	0.09351510773
286	0.09314897364
287	0.09275298824
288	0.09104744947
289	0.09070244679
290	0.08961373322
291	0.08840173825
292	0.08807093569
293	0.08703006576
294	0.08566460579
295	0.08534925995
296	0.08385980644
297	0.08355813774
298	0.08225365781
299	0.08199825334
300	0.08057694501
301	0.08033037621
302	0.07920561313
303	0.07896543756
304	0.07757339202
305	0.07615424856
306	0.07504717294
307	0.07421239197
308	0.07398856883
309	0.07295354633
310	0.07268437382
311	0.07246163814
312	0.07179125837
313	0.07076368714
314	0.06977227741
315	0.06855008629
316	0.0683142933
317	0.06733343649
318	0.06620374964
319	0.06505538115
320	0.06418018703
321	0.06315601798
322	0.06209021826
323	0.06122293773
324	0.06020362847
325	0.05930336959
326	0.05849984771
327	0.05751697197
328	0.05675451248
329	0.05599842019
330	0.05537370631
331	0.05454847749
332	0.0540480909
333	0.0538393869
334	0.05365677857
335	0.05294968151
336	0.05277214335
337	0.05221852541
338	0.05149028168
339	0.05078538299
340	0.04983742522
341	0.04968887835
342	0.04954349793
343	0.04883186364
344	0.04802979647
345	0.04719861195
346	0.04706065388
347	0.04638750626
348	0.04578451824
349	0.04508468214
350	0.04446513886
351	0.04376938888
352	0.04309381685
353	0.04284491062
354	0.04214552641
355	0.0415081067
356	0.04086809288
357	0.04022351284
358	0.0395831945
359	0.03946783007
360	0.03885208773
361	0.03814611635
362	0.03760772105
363	0.03750061496
364	0.03702419389
365	0.03652306905
366	0.03596977966
367	0.03538780679
368	0.03492078003
369	0.0343656472
370	0.03386282123
371	0.03340538812
372	0.03294329526
373	0.03249806992
374	0.03201567085
375	0.03144429888
376	0.03111494351
377	0.0306882741
378	0.03023695432
379	0.03009634053
380	0.02970036397
381	0.02927452387
382	0.02902012715
383	0.02893694084
384	0.02849234788
385	0.02805864828
386	0.02760619192
387	0.02725954676
388	0.0268412567
389	0.02640231006
390	0.02607793627
391	0.02569063839
392	0.02544920254
393	0.02537619323
394	0.02499998469
395	0.02475279308
396	0.02435883737
397	0.02398884494
398	0.02375781502
399	0.02340766971
400	0.02303728595
401	0.02280967528
402	0.02256217041
403	0.02218449521
404	0.02184735176
405	0.02178585182
406	0.02148191192
407	0.02128179687
408	0.02113275961
409	0.02083813629
410	0.02051666601
411	0.02019367326
412	0.0198547507
413	0.01969444627
414	0.01941670431
415	0.019101579
416	0.01873604924
417	0.01851225995
418	0.01834637875
419	0.01804600272
420	0.01775410718
421	0.0174879538
422	0.01720093325
423	0.01690524574
424	0.01663123789
425	0.0163575879
426	0.01610978827
427	0.01585728304
428	0.01561515582
429	0.01537362249
430	0.01513606722
431	0.01497375566
432	0.01476226804
433	0.01456112673
434	0.0143339521
435	0.01412341444
436	0.01392616484
437	0.013740849
438	0.01354041744
439	0.01334951019
440	0.01314889682
441	0.01297096133
442	0.01277141756
443	0.01258834584
444	0.0124784111
445	0.01229905941
446	0.0120977461
447	0.01190873898
448	0.0117957126
449	0.01159634056
450	0.01139527169
451	0.01124686818
452	0.01107148368
453	0.01091460772
454	0.01078783689
455	0.01065892922
456	0.01051218601
457	0.01042142841
458	0.01028958462
459	0.01014894527
460	0.01000953316
461	0.009953583071
462	0.009795646462
463	0.009714900102
464	0.009603316583
465	0.009452791783
466	0.009311909127
467	0.00928323228
468	0.009074655837
469	0.008933359606
470	0.008797757855
471	0.008604264164
472	0.008466696146
473	0.008440494474
474	0.008310732165
475	0.008179503162
476	0.008112433039
477	0.008020659754
478	0.007934257506
479	0.007847446559
480	0.007823891093
481	0.007700187034
482	0.007638649213
483	0.0076161885
484	0.007498793147
485	0.007477051252
486	0.00738986864
487	0.007263697514
488	0.007139664762
489	0.007030635619
490	0.006985557715
491	0.006923035805
492	0.006815013647
493	0.006756402956
494	0.006700692108
495	0.006592221521
496	0.00656858148
497	0.006467720182
498	0.00644975498
499	0.006350348861
500	0.006326303104
501	0.006219974881
502	0.006103695831
503	0.006002241552
504	0.005905735094
505	0.005796982996
506	0.005704580067
507	0.005635960678
508	0.005561011345
509	0.005475161965
510	0.005376465475
511	0.005291939631
512	0.005229447498
513	0.005184323973
514	0.005141585115
515	0.005061011934
516	0.00502556285
517	0.004941313153
518	0.004897139801
519	0.004794087997
520	0.004695967875
521	0.004608679603
522	0.004563544721
523	0.004484112122
524	0.004457290173
525	0.004391856715
526	0.004350011343
527	0.004274069095
528	0.004237575562
529	0.004154551845
530	0.00408368831
531	0.004035054251
532	0.004010074972
533	0.003994597107
534	0.00392801189
535	0.003881986321
536	0.00383567171
537	0.003787410805
538	0.003720885048
539	0.003662637442
540	0.003594750442
541	0.003526657627
542	0.003463178749
543	0.003410304105
544	0.003354589565
545	0.003296330548
546	0.003265792682
547	0.003204731394
548	0.003175789786
549	0.003138658951
550	0.003116705242
551	0.003090473776
552	0.003033999906
553	0.002997430901
554	0.002955889132
555	0.002916062915
556	0.002884499857
557	0.002852404702
558	0.002828573223
559	0.00280987842
560	0.00276391987
561	0.002714917757
562	0.002671274961
563	0.00262606544
564	0.002614466245
565	0.00256988705
566	0.002529483681
567	0.002490088977
568	0.002450823466
569	0.002440546357
570	0.002402871055
571	0.00236613817
572	0.0023303243
573	0.002295406658
574	0.002289093657
575	0.002255103113
576	0.002219236406
577	0.002186708235
578	0.002177670022
579	0.002145787433
580	0.002114773482
581	0.002102896965
582	0.002068171784
583	0.002037774877
584	0.002005365384
585	0.001971731617
586	0.001940511989
587	0.001906519721
588	0.001874994637
589	0.001850422183
590	0.001822017822
591	0.001798181276
592	0.00178933502
593	0.001769357704
594	0.001742865316
595	0.00173477305
596	0.0017195525
597	0.001703683583
598	0.001678720327
599	0.00164955111
600	0.001634083236
601	0.001607826623
602	0.001585262005
603	0.001569682687
604	0.001548210792
605	0.001527507904
606	0.001510357286
607	0.001485321518
608	0.001468237607
609	0.001447606567
610	0.001431865805
611	0.001416838185
612	0.00139146906
613	0.001376888667
614	0.001354863343
615	0.001331166931
616	0.001312394148
617	0.001294736948
618	0.001276773496
619	0.001263771739
620	0.001251437098
621	0.001238741094
622	0.001217750128
623	0.001201047925
624	0.001190308136
625	0.001182301983
626	0.001162767601
627	0.001151033056
628	0.001133392678
629	0.001124850251
630	0.001106941249
631	0.001090321299
632	0.001075218324
633	0.001063774665
634	0.001046342774
635	0.001030037696
636	0.001023140678
637	0.00101463712
638	0.0009989989093
639	0.0009913749556
640	0.0009762999716
641	0.0009616620299
642	0.000947858701
643	0.0009332739693
644	0.0009190654022
645	0.0009123166443
646	0.0009069606868
647	0.0009026390039
648	0.0008877315262
649	0.0008835954196
650	0.0008702827958
651	0.0008663301558
652	0.0008525025435
653	0.0008485513511
654	0.0008355366716
655	0.0008234509863
656	0.0008201921407
657	0.0008061481096
658	0.000793521326
659	0.0007816960469
660	0.000776473641
661	0.0007654678535
662	0.0007625039306
663	0.0007480981639
664	0.0007381536792
665	0.0007348513857
666	0.0007212293784
667	0.0007180515277
668	0.000706174967
669	0.000695444618
670	0.0006834872148
671	0.0006720995762
672	0.0006641255137
673	0.0006597151979
674	0.0006578714423
675	0.0006470060336
676	0.0006360579404
677	0.0006282059026
678	0.0006176699825
679	0.0006080969091
680	0.000600727817
681	0.000594586102
682	0.0005885708352
683	0.0005848031697
684	0.000576274762
685	0.00056924288
686	0.0005588530385
687	0.0005570988993
688	0.0005553889728
689	0.0005467728368
690	0.000536305103
691	0.0005299450434
692	0.0005248939447
693	0.000518737973
694	0.0005137426919
695	0.0005122716551
696	0.0005085031018
697	0.0005018907012
698	0.000495522607
699	0.0004876257453
700	0.0004814442595
701	0.0004739934493
702	0.0004665548236
703	0.0004600218856
704	0.0004541409199
705	0.0004481404319
706	0.0004396962169
707	0.0004329955941
708	0.0004271638991
709	0.0004207995757
710	0.0004154390916
711	0.0004088892027
712	0.0004028843037
713	0.0003991206681
714	0.0003932691838
715	0.0003864058822
716	0.0003794512869
717	0.0003723116215
718	0.0003666835179
719	0.0003640852708
720	0.0003574214119
721	0.0003513970963
722	0.0003456793497
723	0.000343751977
724	0.0003380624125
725	0.0003326326243
726	0.0003268393941
727	0.0003219829407
728	0.0003166615774
729	0.0003128011671
730	0.0003076659955
731	0.0003028232929
732	0.0002992524209
733	0.000293869726
734	0.0002893634578
735	0.0002844836077
736	0.0002798801263
737	0.0002749722255
738	0.0002703892349
739	0.0002664529341
740	0.0002636681553
741	0.0002596164403
742	0.0002558567934
743	0.0002528291491
744	0.0002517450431
745	0.0002475165771
746	0.000243826893
747	0.0002425195773
748	0.0002415021606
749	0.0002377378025
750	0.0002359516308
751	0.0002320943663
752	0.0002287110935
753	0.0002271850905
754	0.0002262599297
755	0.0002229916289
756	0.0002222717373
757	0.0002192623839
758	0.0002180508769
759	0.0002173654524
760	0.0002165067652
761	0.0002145321981
762	0.0002127665732
763	0.0002113085809
764	0.000210440142
765	0.0002076924144
766	0.0002049371341
767	0.0002024058374
768	0.000199707216
769	0.0001968800328
770	0.0001943735096
771	0.0001917370406
772	0.0001889068619
773	0.0001866860889
774	0.0001834753308
775	0.0001803611369
776	0.0001776883462
777	0.0001744205226
778	0.000171800947
779	0.0001692843142
780	0.0001676791188
781	0.0001644719616
782	0.0001620547586
783	0.0001603279137
784	0.0001581070263
785	0.0001561627415
786	0.0001543114504
787	0.0001517570731
788	0.0001493258197
789	0.0001473736639
790	0.0001451284181
791	0.0001426255496
792	0.0001404252108
793	0.0001382463185
794	0.0001364628765
795	0.0001343337418
796	0.0001328941627
797	0.0001306445485
798	0.0001289439341
799	0.0001276134826
800	0.0001262024473
801	0.0001246774345
802	0.0001235699501
803	0.0001230581613
804	0.0001225914213
805	0.0001220974958
806	0.0001209261479
807	0.0001198155505
808	0.0001192810194
809	0.0001188551396
810	0.0001184785564
811	0.0001179675947
812	0.0001175450578
813	0.0001172083732
814	0.0001152884917
815	0.0001136265778
816	0.0001119777343
817	0.0001100568564
818	0.0001083510625
819	0.0001067703433
820	0.0001055097947
821	0.0001036778728
822	0.0001019335881
823	0.0001005520887
824	9.923477578e-05
825	9.764289416e-05
826	9.623536766e-05
827	9.580910663e-05
828	9.552006427e-05
829	9.522172424e-05
830	9.482590815e-05
831	9.333809328e-05
832	9.30854376e-05
833	9.283889478e-05
834	9.142416252e-05
835	9.089923375e-05
836	9.066229105e-05
837	8.902989405e-05
838	8.880173531e-05
839	8.722728997e-05
840	8.700724374e-05
841	8.55480858e-05
842	8.400630819e-05
843	8.270567038e-05
844	8.246126722e-05
845	8.200308813e-05
846	8.065520345e-05
847	8.045275314e-05
848	7.906012814e-05
849	7.873458292e-05
850	7.751407458e-05
851	7.709955618e-05
852	7.58292917e-05
853	7.477570902e-05
854	7.353595755e-05
855	7.324462033e-05
856	7.218211418e-05
857	7.158423689e-05
858	7.044293171e-05
859	6.945250873e-05
860	6.872456343e-05
861	6.756633413e-05
862	6.730331592e-05
863	6.622781317e-05
864	6.553713082e-05
865	6.511505739e-05
866	6.398790142e-05
867	6.314888136e-05
868	6.234668189e-05
869	6.19573036e-05
870	6.077522793e-05
871	5.995753957e-05
872	5.902217916e-05
873	5.785995307e-05
874	5.707368162e-05
875	5.611252883e-05
876	5.526178419e-05
877	5.4438167e-05
878	5.339954522e-05
879	5.247984153e-05
880	5.172708199e-05
881	5.108445671e-05
882	5.02493706e-05
883	4.940340309e-05
884	4.880652089e-05
885	4.800255956e-05
886	4.74306745e-05
887	4.657164554e-05
888	4.574764609e-05
889	4.505928508e-05
890	4.463476819e-05
891	4.4135094e-05
892	4.346413956e-05
893	4.31338703e-05
894	4.259260625e-05
895	4.230693304e-05
896	4.172571133e-05
897	4.12198354e-05
898	4.073270599e-05
899	4.048108551e-05
900	3.993564263e-05
901	3.950382559e-05
902	3.899338928e-05
903	3.858937636e-05
904	3.801280957e-05
905	3.787675306e-05
906	3.773152431e-05
907	3.760174797e-05
908	3.744883712e-05
909	3.732361211e-05
910	3.719168838e-05
911	3.666088612e-05
912	3.654269838e-05
913	3.603718526e-05
914	3.550482009e-05
915	3.528378838e-05
916	3.472803393e-05
917	3.429181879e-05
918	3.383152664e-05
919	3.343143918e-05
920	3.302702806e-05
921	3.249197133e-05
922	3.200082582e-05
923	3.152898388e-05
924	3.102677027e-05
925	3.05611829e-05
926	3.012223897e-05
927	2.968141919e-05
928	2.922710943e-05
929	2.881876158e-05
930	2.845058979e-05
931	2.811739533e-05
932	2.770036301e-05
933	2.733464406e-05
934	2.700310772e-05
935	2.692736318e-05
936	2.682066919e-05
937	2.648792576e-05
938	2.640917716e-05
939	2.598278055e-05
940	2.557268661e-05
941	2.517039981e-05
942	2.482569528e-05
943	2.475232835e-05
944	2.451999413e-05
945	2.44483385e-05
946	2.415215631e-05
947	2.373455294e-05
948	2.36714144e-05
949	2.328006118e-05
950	2.321279681e-05
951	2.288405599e-05
952	2.281867498e-05
953	2.275995784e-05
954	2.236668728e-05
955	2.230975424e-05
956	2.197925048e-05
957	2.192386537e-05
958	2.175477105e-05
959	2.169494309e-05
960	2.134123993e-05
961	2.128828962e-05
962	2.106591773e-05
963	2.10143486e-05
964	2.084646245e-05
965	2.079568114e-05
966	2.047498137e-05
967	2.024394217e-05
968	2.00212606e-05
969	1.968272418e-05
970	1.934530545e-05
971	1.907758425e-05
972	1.881789591e-05
973	1.85466535e-05
974	1.844020682e-05
975	1.816672349e-05
976	1.805226184e-05
977	1.795198374e-05
978	1.76647591e-05
979	1.739704869e-05
980	1.711549428e-05
981	1.687692354e-05
982	1.662286974e-05
983	1.639270486e-05
984	1.61521441e-05
985	1.589132077e-05
986	1.563818676e-05
987	1.543413807e-05
988	1.526026068e-05
989	1.510568736e-05
990	1.495519974e-05
991	1.489777119e-05
992	1.47789659e-05
993	1.452123756e-05
994	1.439294242e-05
995	1.428158417e-05
996	1.406911575e-05
997	1.387652921e-05
998	1.373562258e-05
999	1.368085391e-05
